product_link,product_savings,image_url,title,indigo_link,author,book_type,availability_value,strike_price,listprice_label,prominent_price,release_year,category,description
https://www.chapters.indigo.ca/en-ca/books/leonard-my-fifty-year-friendship/9781250083319-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a22%3a,save 16%,https://dynamic.indigoimages.ca/books/1250083311.jpg?width=140&quality=85&maxheight=180&sale=16&lang=en&z=2.31.2.2.31.1.10069-8,Leonard: My Fifty-year Friendship With A Remarkable Man,https://www.chapters.indigo.ca/en-ca/books/leonard-my-fifty-year-friendship/9781250083319-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a22%3a,William Shatner,Hardcover,In stock online,29.99,list price,25,2006,fiction,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-revenant-a-novel-of/9781250101198-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a23%3a,save 18%,https://dynamic.indigoimages.ca/books/1250101190.jpg?width=140&quality=85&maxheight=180&sale=18&lang=en&z=2.31.2.2.31.1.10069-8,The Revenant: A Novel Of Revenge,https://www.chapters.indigo.ca/en-ca/books/the-revenant-a-novel-of/9781250101198-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a23%3a,Michael Punke,Trade Paperback,In stock online,18.5,list price,15,2007,health,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/room/9781554688326-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a24%3a,save 24%,https://dynamic.indigoimages.ca/books/1554688329.jpg?width=140&quality=85&maxheight=180&sale=24&lang=en&z=2.31.2.2.31.1.10069-8,Room,https://www.chapters.indigo.ca/en-ca/books/room/9781554688326-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a24%3a,Emma Donoghue,Trade Paperback,In stock online,19.99,list price,15,2008,biography,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/every-fifteen-minutes/9781250010124-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a25%3a,save 18%,https://dynamic.indigoimages.ca/books/1250010128.jpg?width=140&quality=85&maxheight=180&sale=18&lang=en&z=2.31.2.2.31.1.10069-8,Every Fifteen Minutes,https://www.chapters.indigo.ca/en-ca/books/every-fifteen-minutes/9781250010124-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a25%3a,Lisa Scottoline,Trade Paperback,In stock online,18.5,list price,15,2009,romance,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/friction/9781455581184-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a26%3a,save 16%,https://dynamic.indigoimages.ca/books/1455581186.jpg?width=140&quality=85&maxheight=180&sale=16&lang=en&z=2.31.2.2.31.1.10069-8,Friction,https://www.chapters.indigo.ca/en-ca/books/friction/9781455581184-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a26%3a,Sandra Brown,Trade Paperback,In stock online,17.99,list price,15,2010,fiction,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-brains-way-of-healing/9780143128373-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a27%3a,save 37%,https://dynamic.indigoimages.ca/books/014312837x.jpg?width=140&quality=85&maxheight=180&sale=37&lang=en&z=2.31.2.2.31.1.10069-8,The Brain's Way Of Healing: Remarkable Discoveries And Recoveries From The Frontiers Of Neuroplasticity,https://www.chapters.indigo.ca/en-ca/books/the-brains-way-of-healing/9780143128373-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a27%3a,Norman Doidge,Trade Paperback,In stock online,24,list price,15,2011,health,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/my-secret-mother/9781443451253-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a28%3a,save 41%,https://dynamic.indigoimages.ca/books/1443451258.jpg?width=140&quality=85&maxheight=180&sale=41&lang=en&z=2.31.2.2.31.1.10069-8,My Secret Mother,https://www.chapters.indigo.ca/en-ca/books/my-secret-mother/9781443451253-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a28%3a,Phyllis Whitsell,Trade Paperback,In stock online,16.99,list price,10,2012,biography,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/far-from-true/9780385684545-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a29%3a,save 34%,https://dynamic.indigoimages.ca/books/0385684541.jpg?width=140&quality=85&maxheight=180&sale=34&lang=en&z=2.31.2.2.31.1.10069-8,Far From True,https://www.chapters.indigo.ca/en-ca/books/far-from-true/9780385684545-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a29%3a,Linwood Barclay,Trade Paperback,In stock online,22.95,list price,15,2013,romance,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/shopaholic-to-the-rescue-a/9780812987706-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a30%3a,save 28%,https://dynamic.indigoimages.ca/books/0812987705.jpg?width=140&quality=85&maxheight=180&sale=28&lang=en&z=2.31.2.2.31.1.10069-8,Shopaholic To The Rescue: A Novel,https://www.chapters.indigo.ca/en-ca/books/shopaholic-to-the-rescue-a/9780812987706-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a30%3a,Sophie Kinsella,Trade Paperback,In stock online,21,list price,15,2014,fiction,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/amulet-book-seven-firelight/9780545433167-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a31%3a,save 41%,https://dynamic.indigoimages.ca/books/0545433169.jpg?width=140&quality=85&maxheight=180&sale=41&lang=en&z=2.31.2.2.31.1.10069-8,Amulet Book Seven: Firelight,https://www.chapters.indigo.ca/en-ca/books/amulet-book-seven-firelight/9780545433167-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a31%3a,Kazu Kibuishi,Trade Paperback,In stock online,16.99,list price,10,2015,health,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-blackthorn-key/9781481446518-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a32%3a,save 54%,https://dynamic.indigoimages.ca/books/1481446517.jpg?width=140&quality=85&maxheight=180&sale=54&lang=en&z=2.31.2.2.31.1.10069-8,The Blackthorn Key,https://www.chapters.indigo.ca/en-ca/books/the-blackthorn-key/9781481446518-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a32%3a,Kevin Sands,Hardcover,In stock online,21.99,list price,10,2016,biography,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/glass-sword/9780062310668-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a33%3a,save 39%,https://dynamic.indigoimages.ca/books/0062310666.jpg?width=140&quality=85&maxheight=180&sale=39&lang=en&z=2.31.2.2.31.1.10069-8,Glass Sword,https://www.chapters.indigo.ca/en-ca/books/glass-sword/9780062310668-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a33%3a,Victoria Aveyard,Hardcover,In stock online,24.99,list price,15,1985,romance,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/big-nate-thunka-thunka-thunka/9781449462277-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a34%3a,save 33%,https://dynamic.indigoimages.ca/books/1449462278.jpg?width=140&quality=85&maxheight=180&sale=33&lang=en&z=2.31.2.2.31.1.10069-8,"Big Nate: Thunka, Thunka, Thunka",https://www.chapters.indigo.ca/en-ca/books/big-nate-thunka-thunka-thunka/9781449462277-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a34%3a,Lincoln Peirce,Trade Paperback,In stock online,11.99,list price,8,1986,fiction,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/lego-nexo-knights-nexo-powers/9780545905848-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a35%3a,save 27%,https://dynamic.indigoimages.ca/books/0545905842.jpg?width=140&quality=85&maxheight=180&sale=27&lang=en&z=2.31.2.2.31.1.10069-8,LEGO NEXO Knights: NEXO Powers Rule! (Activity book with figure),https://www.chapters.indigo.ca/en-ca/books/lego-nexo-knights-nexo-powers/9780545905848-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a35%3a,* Ameet Studio,Trade Paperback,In stock online,10.99,list price,8,1987,health,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/yogscast-the-diggy-diggy-book/9780545956635-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a36%3a,save 33%,https://dynamic.indigoimages.ca/books/0545956633.jpg?width=140&quality=85&maxheight=180&sale=33&lang=en&z=2.31.2.2.31.1.10069-8,Yogscast: The Diggy Diggy Book,https://www.chapters.indigo.ca/en-ca/books/yogscast-the-diggy-diggy-book/9780545956635-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a36%3a,* The Yogscast,Trade Paperback,In stock online,11.99,list price,8,1988,biography,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-infinite-sea-the-second/9781101996980-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a37%3a,save 28%,https://dynamic.indigoimages.ca/books/1101996986.jpg?width=140&quality=85&maxheight=180&sale=28&lang=en&z=2.31.2.2.31.1.10069-8,The Infinite Sea: The Second Book Of The 5th Wave,https://www.chapters.indigo.ca/en-ca/books/the-infinite-sea-the-second/9781101996980-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a37%3a,Rick Yancey,Trade Paperback,In stock online,13.99,list price,10,1989,romance,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-5th-wave-the-first/9780142425831-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a38%3a,save 28%,https://dynamic.indigoimages.ca/books/0142425834.jpg?width=140&quality=85&maxheight=180&sale=28&lang=en&z=2.31.2.2.31.1.10069-8,The 5th Wave: The First Book Of The 5th Wave Series,https://www.chapters.indigo.ca/en-ca/books/the-5th-wave-the-first/9780142425831-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a38%3a,Rick Yancey,Trade Paperback,In stock online,13.99,list price,10,1990,fiction,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-5th-wave-book-tie/9780147519085-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a39%3a,save 28%,https://dynamic.indigoimages.ca/books/014751908x.jpg?width=140&quality=85&maxheight=180&sale=28&lang=en&z=2.31.2.2.31.1.10069-8,The 5th Wave Movie Tie-in: The First Book Of The 5th Wave,https://www.chapters.indigo.ca/en-ca/books/the-5th-wave-book-tie/9780147519085-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a39%3a,Rick Yancey,Trade Paperback,In stock online,13.99,list price,10,1991,health,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/animal-kingdom-color-me-draw/9781454709107-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a40%3a,save 41%,https://dynamic.indigoimages.ca/books/1454709103.jpg?width=140&quality=85&maxheight=180&sale=41&lang=en&z=2.31.2.2.31.1.10069-8,Animal Kingdom:,https://www.chapters.indigo.ca/en-ca/books/animal-kingdom-color-me-draw/9781454709107-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a40%3a,Millie Marotta,Trade Paperback,In stock online,16.95,list price,10,1992,biography,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-baby-sitters-club-graphix/9780545886222-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a41%3a,save 28%,https://dynamic.indigoimages.ca/books/0545886228.jpg?width=140&quality=85&maxheight=180&sale=28&lang=en&z=2.31.2.2.31.1.10069-8,The Baby-Sitters Club Graphix #4: Claudia and Mean Janine (Full Color Edition),https://www.chapters.indigo.ca/en-ca/books/the-baby-sitters-club-graphix/9780545886222-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a41%3a,Ann M Martin,Trade Paperback,In stock online,13.99,list price,10,1993,romance,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/anna-karenina-a-colouring-book/9781910562321-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a42%3a,save 37%,https://dynamic.indigoimages.ca/books/1910562327.jpg?width=140&quality=85&maxheight=180&sale=37&lang=en&z=2.31.2.2.31.1.10069-8,Anna Karenina:  A Colouring Book Love Story,https://www.chapters.indigo.ca/en-ca/books/anna-karenina-a-colouring-book/9781910562321-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a42%3a,Indigo Colour,Hardcover,In stock online,16,list price,10,1994,fiction,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
